RQ,DLWZ1,DLWZ2,NL,YCZGQW,YCZDQW,TQYC,FSYC,JR,CREATETIME,ORG_NO,RQ
20221225,宁德,福安,十二月初三,24,9,雨转阴,微风,,20221211,3540302,20221225
20221226,宁德,福安,十二月初四,17,9,,,,20221211,3540302,20221226
20221227,宁德,福安,十二月初五,16,9,,,,20221211,3540302,20221227
20221228,宁德,福安,十二月初六,17,9,,,,20221211,3540302,20221228
20221229,宁德,福安,十二月初七,17,9,,,,20221211,3540302,20221229
20221230,宁德,福安,十二月初八,17,9,,,,20221211,3540302,20221230
20221231,宁德,福安,十二月初九,17,8,,,,20221211,3540302,20221231
20230101,宁德,福安,十二月初十,16,7,,,,20221211,3540302,20230101
20230102,宁德,福安,十二月十一,16,8,,,,20221211,3540302,20230102
20230103,宁德,福安,十二月十二,17,8,,,,20221211,3540302,20230103
20230104,宁德,福安,十二月十三,17,8,,,,20221211,3540302,20230104
20230105,宁德,福安,十二月十四,16,8,,,,20221211,3540302,20230105
20230106,宁德,福安,十二月十五,17,8,,,,20221211,3540302,20230106
20230107,宁德,福安,十二月十六,16,8,,,,20221211,3540302,20230107
20230108,宁德,福安,十二月十七,17,8,,,,20221211,3540302,20230108
20230109,宁德,福安,十二月十八,16,8,,,,20221211,3540302,20230109
20230110,宁德,福安,十二月十九,17,8,,,,20221211,3540302,20230110
20230111,宁德,福安,十二月二十,17,7,,,,20221211,3540302,20230111
20230112,宁德,福安,十二月廿一,17,8,,,,20221211,3540302,20230112
20230113,宁德,福安,十二月廿二,17,8,,,,20221211,3540302,20230113
20230114,宁德,福安,十二月廿三,17,8,,,小年,20221211,3540302,20230114
20230115,宁德,福安,十二月廿四,17,9,,,,20221211,3540302,20230115
20230116,宁德,福安,十二月廿五,17,9,,,,20221211,3540302,20230116
20230117,宁德,福安,十二月廿六,16,9,,,,20221211,3540302,20230117
20230118,宁德,福安,十二月廿七,16,8,,,,20221211,3540302,20230118
20230119,宁德,福安,十二月廿八,17,8,,,,20221211,3540302,20230119
20221211,宁德,柘荣,十一月十八,9,6,阴转小雨,微风,,20221211,3540308,20221211
20221212,宁德,柘荣,十一月十九,13,3,多云转晴,微风,,20221211,3540308,20221212
20221213,宁德,柘荣,十一月二十,11,5,多云转阴,微风,,20221211,3540308,20221213
20221214,宁德,柘荣,十一月廿一,5,3,小雨,微风,,20221211,3540308,20221214
20221215,宁德,柘荣,十一月廿二,8,5,小雨转中雨,微风,,20221211,3540308,20221215
20221216,宁德,柘荣,十一月廿三,9,1,阴,微风转北风3-4级,,20221211,3540308,20221216
20221217,宁德,柘荣,十一月廿四,5,-4,晴,微风,,20221211,3540308,20221217
20221218,宁德,柘荣,十一月廿五,8,0,多云转阴,微风,,20221211,3540308,20221218
20221219,宁德,柘荣,十一月廿六,11,6,雨,微风,,20221211,3540308,20221219
20221220,宁德,柘荣,十一月廿七,17,2,阴转晴,微风,,20221211,3540308,20221220
20221221,宁德,柘荣,十一月廿八,12,1,晴,微风,,20221211,3540308,20221221
20221222,宁德,柘荣,十一月廿九,10,4,晴转阴,微风,,20221211,3540308,20221222
20221223,宁德,柘荣,十二月初一,13,7,阴转多云,微风,,20221211,3540308,20221223
20221224,宁德,柘荣,十二月初二,17,10,晴转多云,微风,,20221211,3540308,20221224
20221225,宁德,柘荣,十二月初三,20,6,阴,微风,,20221211,3540308,20221225
20221226,宁德,柘荣,十二月初四,13,5,,,,20221211,3540308,20221226
20221227,宁德,柘荣,十二月初五,12,5,,,,20221211,3540308,20221227
20221228,宁德,柘荣,十二月初六,13,5,,,,20221211,3540308,20221228
20221229,宁德,柘荣,十二月初七,13,5,,,,20221211,3540308,20221229
20221230,宁德,柘荣,十二月初八,13,5,,,,20221211,3540308,20221230
20221231,宁德,柘荣,十二月初九,12,4,,,,20221211,3540308,20221231
20230101,宁德,柘荣,十二月初十,12,3,,,,20221211,3540308,20230101
20230102,宁德,柘荣,十二月十一,12,4,,,,20221211,3540308,20230102
20230103,宁德,柘荣,十二月十二,13,4,,,,20221211,3540308,20230103
20230104,宁德,柘荣,十二月十三,12,4,,,,20221211,3540308,20230104
20230105,宁德,柘荣,十二月十四,12,4,,,,20221211,3540308,20230105
20230106,宁德,柘荣,十二月十五,12,4,,,,20221211,3540308,20230106
20230107,宁德,柘荣,十二月十六,12,4,,,,20221211,3540308,20230107
20230108,宁德,柘荣,十二月十七,12,4,,,,20221211,3540308,20230108
20230109,宁德,柘荣,十二月十八,12,4,,,,20221211,3540308,20230109
20230110,宁德,柘荣,十二月十九,12,4,,,,20221211,3540308,20230110
20230111,宁德,柘荣,十二月二十,12,3,,,,20221211,3540308,20230111
20230112,宁德,柘荣,十二月廿一,12,3,,,,20221211,3540308,20230112
20230113,宁德,柘荣,十二月廿二,13,4,,,,20221211,3540308,20230113
20230114,宁德,柘荣,十二月廿三,13,4,,,小年,20221211,3540308,20230114
20230115,宁德,柘荣,十二月廿四,13,5,,,,20221211,3540308,20230115
20230116,宁德,柘荣,十二月廿五,12,5,,,,20221211,3540308,20230116
20230117,宁德,柘荣,十二月廿六,12,4,,,,20221211,3540308,20230117
20230118,宁德,柘荣,十二月廿七,12,4,,,,20221211,3540308,20230118
20230119,宁德,柘荣,十二月廿八,13,4,,,,20221211,3540308,20230119
20221211,宁德,福鼎,十一月十八,14,10,小雨,微风,,20221211,3540303,20221211
20221212,宁德,福鼎,十一月十九,16,6,多云转晴,微风,,20221211,3540303,20221212
20221213,宁德,福鼎,十一月二十,15,8,晴转阴,微风,,20221211,3540303,20221213
20221214,宁德,福鼎,十一月廿一,9,8,阴转小雨,微风,,20221211,3540303,20221214
20221215,宁德,福鼎,十一月廿二,13,9,小雨转中雨,微风,,20221211,3540303,20221215
20221216,宁德,福鼎,十一月廿三,13,5,阴,微风,,20221211,3540303,20221216
20221217,宁德,福鼎,十一月廿四,9,0,晴,微风,,20221211,3540303,20221217
20221218,宁德,福鼎,十一月廿五,11,3,阴,微风,,20221211,3540303,20221218
20221219,宁德,福鼎,十一月廿六,14,9,雨,微风,,20221211,3540303,20221219
20221220,宁德,福鼎,十一月廿七,19,5,阴转晴,微风,,20221211,3540303,20221220
20221221,宁德,福鼎,十一月廿八,14,5,晴,微风,,20221211,3540303,20221221
20221222,宁德,福鼎,十一月廿九,17,8,晴转阴,微风,,20221211,3540303,20221222
20221223,宁德,福鼎,十二月初一,16,10,雨转多云,微风,,20221211,3540303,20221223
20221224,宁德,福鼎,十二月初二,22,13,多云转晴,微风,,20221211,3540303,20221224
20221225,宁德,福鼎,十二月初三,22,9,阴,微风,,20221211,3540303,20221225
20221226,宁德,福鼎,十二月初四,15,8,,,,20221211,3540303,20221226
20221227,宁德,福鼎,十二月初五,15,8,,,,20221211,3540303,20221227
20221228,宁德,福鼎,十二月初六,15,8,,,,20221211,3540303,20221228
20221229,宁德,福鼎,十二月初七,16,8,,,,20221211,3540303,20221229
20221230,宁德,福鼎,十二月初八,16,8,,,,20221211,3540303,20221230
20221231,宁德,福鼎,十二月初九,15,7,,,,20221211,3540303,20221231
20230101,宁德,福鼎,十二月初十,15,6,,,,20221211,3540303,20230101
20230102,宁德,福鼎,十二月十一,14,7,,,,20221211,3540303,20230102
20230103,宁德,福鼎,十二月十二,15,7,,,,20221211,3540303,20230103
20230104,宁德,福鼎,十二月十三,15,7,,,,20221211,3540303,20230104
20230105,宁德,福鼎,十二月十四,15,7,,,,20221211,3540303,20230105
20230106,宁德,福鼎,十二月十五,15,7,,,,20221211,3540303,20230106
20230107,宁德,福鼎,十二月十六,15,7,,,,20221211,3540303,20230107
20230108,宁德,福鼎,十二月十七,15,6,,,,20221211,3540303,20230108
20230109,宁德,福鼎,十二月十八,14,7,,,,20221211,3540303,20230109
20230110,宁德,福鼎,十二月十九,15,7,,,,20221211,3540303,20230110
20230111,宁德,福鼎,十二月二十,15,6,,,,20221211,3540303,20230111
20230112,宁德,福鼎,十二月廿一,15,6,,,,20221211,3540303,20230112
20230113,宁德,福鼎,十二月廿二,15,7,,,,20221211,3540303,20230113
20230114,宁德,福鼎,十二月廿三,15,7,,,小年,20221211,3540303,20230114
20230115,宁德,福鼎,十二月廿四,15,7,,,,20221211,3540303,20230115
20230116,宁德,福鼎,十二月廿五,15,7,,,,20221211,3540303,20230116
20230117,宁德,福鼎,十二月廿六,15,7,,,,20221211,3540303,20230117
20230118,宁德,福鼎,十二月廿七,15,7,,,,20221211,3540303,20230118
20230119,宁德,福鼎,十二月廿八,15,7,,,,20221211,3540303,20230119
20221211,宁德,屏南,十一月十八,11,6,阴,微风,,20221211,3540305,20221211
20221212,宁德,屏南,十一月十九,12,2,多云转晴,微风,,20221211,3540305,20221212
20221213,宁德,屏南,十一月二十,12,4,多云转阴,微风,,20221211,3540305,20221213
20221214,宁德,屏南,十一月廿一,6,4,小雨,微风,,20221211,3540305,20221214
20221215,宁德,屏南,十一月廿二,9,6,阴转中雨,微风,,20221211,3540305,20221215
20221216,宁德,屏南,十一月廿三,9,2,阴,微风,,20221211,3540305,20221216
20221217,宁德,屏南,十一月廿四,4,-3,多云转晴,微风,,20221211,3540305,20221217
20221218,宁德,屏南,十一月廿五,10,-1,晴转阴,微风,,20221211,3540305,20221218
20221219,宁德,屏南,十一月廿六,12,4,阴,微风,,20221211,3540305,20221219
20221220,宁德,屏南,十一月廿七,16,5,阴,微风,,20221211,3540305,20221220
20221221,宁德,屏南,十一月廿八,14,1,晴,微风,,20221211,3540305,20221221
20221222,宁德,屏南,十一月廿九,11,4,晴转阴,微风,,20221211,3540305,20221222
20221223,宁德,屏南,十二月初一,16,7,阴转晴,微风,,20221211,3540305,20221223
20221224,宁德,屏南,十二月初二,18,9,晴,微风,,20221211,3540305,20221224
20221225,宁德,屏南,十二月初三,19,6,阴转雨,微风,,20221211,3540305,20221225
20221226,宁德,屏南,十二月初四,12,3,,,,20221211,3540305,20221226
20221227,宁德,屏南,十二月初五,11,3,,,,20221211,3540305,20221227
20221228,宁德,屏南,十二月初六,12,3,,,,20221211,3540305,20221228
20221229,宁德,屏南,十二月初七,12,3,,,,20221211,3540305,20221229
20221230,宁德,屏南,十二月初八,12,3,,,,20221211,3540305,20221230
20221231,宁德,屏南,十二月初九,12,2,,,,20221211,3540305,20221231
20230101,宁德,屏南,十二月初十,11,1,,,,20221211,3540305,20230101
20230102,宁德,屏南,十二月十一,11,2,,,,20221211,3540305,20230102
20230103,宁德,屏南,十二月十二,12,2,,,,20221211,3540305,20230103
20230104,宁德,屏南,十二月十三,12,3,,,,20221211,3540305,20230104
20230105,宁德,屏南,十二月十四,11,2,,,,20221211,3540305,20230105
20230106,宁德,屏南,十二月十五,12,2,,,,20221211,3540305,20230106
20230107,宁德,屏南,十二月十六,12,2,,,,20221211,3540305,20230107
20230108,宁德,屏南,十二月十七,12,2,,,,20221211,3540305,20230108
20230109,宁德,屏南,十二月十八,11,2,,,,20221211,3540305,20230109
20230110,宁德,屏南,十二月十九,12,2,,,,20221211,3540305,20230110
20230111,宁德,屏南,十二月二十,12,1,,,,20221211,3540305,20230111
20230112,宁德,屏南,十二月廿一,12,2,,,,20221211,3540305,20230112
20230113,宁德,屏南,十二月廿二,12,2,,,,20221211,3540305,20230113
20230114,宁德,屏南,十二月廿三,12,3,,,小年,20221211,3540305,20230114
20230115,宁德,屏南,十二月廿四,12,3,,,,20221211,3540305,20230115
20230116,宁德,屏南,十二月廿五,12,3,,,,20221211,3540305,20230116
20230117,宁德,屏南,十二月廿六,12,3,,,,20221211,3540305,20230117
20230118,宁德,屏南,十二月廿七,12,3,,,,20221211,3540305,20230118
20230119,宁德,屏南,十二月廿八,12,3,,,,20221211,3540305,20230119
20221211,宁德,蕉城,十一月十八,16,11,小雨,微风,,20221211,3540301,20221211
20221212,宁德,蕉城,十一月十九,17,9,多云转晴,微风,,20221211,3540301,20221212
20221213,宁德,蕉城,十一月二十,15,10,多云转小雨,微风,,20221211,3540301,20221213
20221214,宁德,蕉城,十一月廿一,9,8,小雨,微风,,20221211,3540301,20221214
20221215,宁德,蕉城,十一月廿二,13,10,小雨转中雨,微风,,20221211,3540301,20221215
20221216,宁德,蕉城,十一月廿三,14,7,阴,微风,,20221211,3540301,20221216
20221217,宁德,蕉城,十一月廿四,11,1,多云转晴,微风,,20221211,3540301,20221217
20221218,宁德,蕉城,十一月廿五,11,4,阴,微风,,20221211,3540301,20221218
20221219,宁德,蕉城,十一月廿六,14,9,阴,微风,,20221211,3540301,20221219
20221220,宁德,蕉城,十一月廿七,21,10,雨转多云,微风,,20221211,3540301,20221220
20221221,宁德,蕉城,十一月廿八,16,6,晴,微风,,20221211,3540301,20221221
20221222,宁德,蕉城,十一月廿九,18,9,多云转阴,微风,,20221211,3540301,20221222
20221223,宁德,蕉城,十二月初一,18,11,阴转晴,微风,,20221211,3540301,20221223
20221224,宁德,蕉城,十二月初二,19,14,晴,微风,,20221211,3540301,20221224
20221225,宁德,蕉城,十二月初三,17,10,雨转阴,微风,,20221211,3540301,20221225
20221226,宁德,蕉城,十二月初四,16,10,,,,20221211,3540301,20221226
20221227,宁德,蕉城,十二月初五,15,9,,,,20221211,3540301,20221227
20221228,宁德,蕉城,十二月初六,16,10,,,,20221211,3540301,20221228
20221229,宁德,蕉城,十二月初七,16,9,,,,20221211,3540301,20221229
20221230,宁德,蕉城,十二月初八,16,9,,,,20221211,3540301,20221230
20221231,宁德,蕉城,十二月初九,15,9,,,,20221211,3540301,20221231
20230101,宁德,蕉城,十二月初十,15,8,,,,20221211,3540301,20230101
20230102,宁德,蕉城,十二月十一,15,8,,,,20221211,3540301,20230102
20230103,宁德,蕉城,十二月十二,16,9,,,,20221211,3540301,20230103
20230104,宁德,蕉城,十二月十三,16,9,,,,20221211,3540301,20230104
20230105,宁德,蕉城,十二月十四,15,9,,,,20221211,3540301,20230105
20230106,宁德,蕉城,十二月十五,15,9,,,,20221211,3540301,20230106
20230107,宁德,蕉城,十二月十六,15,8,,,,20221211,3540301,20230107
20230108,宁德,蕉城,十二月十七,15,8,,,,20221211,3540301,20230108
20230109,宁德,蕉城,十二月十八,15,8,,,,20221211,3540301,20230109
20230110,宁德,蕉城,十二月十九,15,8,,,,20221211,3540301,20230110
20230111,宁德,蕉城,十二月二十,15,8,,,,20221211,3540301,20230111
20230112,宁德,蕉城,十二月廿一,16,8,,,,20221211,3540301,20230112
20230113,宁德,蕉城,十二月廿二,16,9,,,,20221211,3540301,20230113
20230114,宁德,蕉城,十二月廿三,16,9,,,小年,20221211,3540301,20230114
20230115,宁德,蕉城,十二月廿四,16,9,,,,20221211,3540301,20230115
20230116,宁德,蕉城,十二月廿五,15,9,,,,20221211,3540301,20230116
20230117,宁德,蕉城,十二月廿六,15,9,,,,20221211,3540301,20230117
20230118,宁德,蕉城,十二月廿七,15,9,,,,20221211,3540301,20230118
20230119,宁德,蕉城,十二月廿八,16,9,,,,20221211,3540301,20230119
20221211,莆田,莆田,十一月十八,17,13,多云转阴,微风,,20221211,35404,20221211
20221212,莆田,莆田,十一月十九,17,10,多云转晴,微风,,20221211,35404,20221212
20221213,莆田,莆田,十一月二十,15,9,阴转小雨,微风,,20221211,35404,20221213
20221214,莆田,莆田,十一月廿一,11,9,小雨,微风,,20221211,35404,20221214
20221215,莆田,莆田,十一月廿二,14,11,小雨,微风,,20221211,35404,20221215
20221216,莆田,莆田,十一月廿三,16,8,阴,微风,,20221211,35404,20221216
20221217,莆田,莆田,十一月廿四,12,2,多云转晴,微风,,20221211,35404,20221217
20221218,莆田,莆田,十一月廿五,13,8,阴,东北风3-4级转微风,,20221211,35404,20221218
20221219,莆田,莆田,十一月廿六,16,11,阴,微风,,20221211,35404,20221219
20221220,莆田,莆田,十一月廿七,23,13,阴,微风,,20221211,35404,20221220
20221221,莆田,莆田,十一月廿八,18,9,晴转阴,东北风3-4级转微风,,20221211,35404,20221221
20221222,莆田,莆田,十一月廿九,20,11,多云转阴,微风,,20221211,35404,20221222
20221223,莆田,莆田,十二月初一,22,13,多云转晴,微风,,20221211,35404,20221223
20221224,莆田,莆田,十二月初二,24,15,晴,微风,,20221211,35404,20221224
20221225,莆田,莆田,十二月初三,25,12,多云转阴,微风转东北风3-4级,,20221211,35404,20221225
20221226,莆田,莆田,十二月初四,17,12,,,,20221211,35404,20221226
20221227,莆田,莆田,十二月初五,17,11,,,,20221211,35404,20221227
20221228,莆田,莆田,十二月初六,17,12,,,,20221211,35404,20221228
20221229,莆田,莆田,十二月初七,17,11,,,,20221211,35404,20221229
20221230,莆田,莆田,十二月初八,17,11,,,,20221211,35404,20221230
20221231,莆田,莆田,十二月初九,17,11,,,,20221211,35404,20221231
20230101,莆田,莆田,十二月初十,16,10,,,,20221211,35404,20230101
20230102,莆田,莆田,十二月十一,16,10,,,,20221211,35404,20230102
20230103,莆田,莆田,十二月十二,17,11,,,,20221211,35404,20230103
20230104,莆田,莆田,十二月十三,17,11,,,,20221211,35404,20230104
20230105,莆田,莆田,十二月十四,16,11,,,,20221211,35404,20230105
20230106,莆田,莆田,十二月十五,17,11,,,,20221211,35404,20230106
20230107,莆田,莆田,十二月十六,16,10,,,,20221211,35404,20230107
20230108,莆田,莆田,十二月十七,16,10,,,,20221211,35404,20230108
20230109,莆田,莆田,十二月十八,16,10,,,,20221211,35404,20230109
20230110,莆田,莆田,十二月十九,17,10,,,,20221211,35404,20230110
20230111,莆田,莆田,十二月二十,17,10,,,,20221211,35404,20230111
20230112,莆田,莆田,十二月廿一,16,10,,,,20221211,35404,20230112
20230113,莆田,莆田,十二月廿二,17,11,,,,20221211,35404,20230113
20230114,莆田,莆田,十二月廿三,17,11,,,小年,20221211,35404,20230114
20230115,莆田,莆田,十二月廿四,17,11,,,,20221211,35404,20230115
20230116,莆田,莆田,十二月廿五,17,11,,,,20221211,35404,20230116
